,BERT_label,BERT_score,neg_val,pos_val,neu_val,comp_val,text
250,['NEGATIVE'],[0.888604998588562],0.0,0.0,1.0,0.0,@RafiuAmiru @D_mahyor @probity
251,['NEGATIVE'],[0.9925454258918762],0.0,0.145,0.855,0.5267,"RT @NFTCupid: 🌟Azuki #NFT Giveaway🌟

NFT Worth 25 $ETH ( $70,000 ) 

To Enter:
1️⃣ Like + RT
2️⃣ Follow @NFTCupid with 🔔

#NFTGiveaways #NF…"
252,['POSITIVE'],[0.9971802234649658],0.0,0.464,0.536,0.3818,Promote it on @NftEliteClub
253,['NEGATIVE'],[0.9977288842201233],0.0,0.0,1.0,0.0,"RT @GACCSalesBot: Grandpa Ape #3964 (Rank: #1055) bought for 2.0 ETH on OpenSea 🌊 https://t.co/Ovpy5SAqxN 
 #GACC #GrandpaApeCountryClub #N…"
254,['NEGATIVE'],[0.9953017234802246],0.0,0.0,1.0,0.0,"BTC: $38384, ETH: $0, DASH: $0, XRP: $0 LTC: $0 ETC: $0 #Cryptocurrency #PriceUpdate"
255,['POSITIVE'],[0.9766170382499695],0.0,0.071,0.929,0.0772,"RT @GETFactET: While the unity within the diversity of Ethiopians has overcome generational challenges, including Adwa, tribalistic agendas…"
256,['NEGATIVE'],[0.9863318204879761],0.0,0.129,0.871,0.5719,"RT @CryptoVonDoom: LFG 👁

To celebrate our new dad AKA Elon Musk buying Twitter for $44,000,000,000 I am going to give 44 people ETH or an…"
257,['POSITIVE'],[0.9976497292518616],0.0,0.0,1.0,0.0,"RT @rodrigo_hodl: Tell me about a project that brings something unique to the scene 💎

#NFT #NFTs #NFTCommunity #BSCGems #ETHGems #MagicEde…"
258,['NEGATIVE'],[0.9875132441520691],0.0,0.087,0.913,0.2263,"RT @BitcoinMagazine: The Texas Blockchain Council has donated three S9 #bitcoin miners to Fort Worth, Texas for a six-month trial allowing…"
259,['NEGATIVE'],[0.9925454258918762],0.0,0.145,0.855,0.5267,"RT @NFTCupid: 🌟Azuki #NFT Giveaway🌟

NFT Worth 25 $ETH ( $70,000 ) 

To Enter:
1️⃣ Like + RT
2️⃣ Follow @NFTCupid with 🔔

#NFTGiveaways #NF…"
260,['POSITIVE'],[0.9977099895477295],0.0,0.303,0.697,0.7506,"RT @CryptoListy: Supports all #crypto tax reports, supports #Bitcoin, #Ethereum, And more, works seamlessly and easily. @koinly got all tha…"
261,['NEGATIVE'],[0.9942386150360107],0.0,0.0,1.0,0.0,@Fame21Moore OMG !! My ETH came in my account! got 12 ! https://t.co/RXU166EfDX
262,['NEGATIVE'],[0.993515133857727],0.0,0.0,1.0,0.0,"numbers = rarity 👀

#ensdomains #ensdomain #ens #web3 #Metaverse #meta #ETH #Ethereum #NFTs #NFT #NFTCommunity… https://t.co/qRdYAg7NRe"
263,['NEGATIVE'],[0.9946335554122925],0.0,0.0,1.0,0.0,"New $ENS domain registrations 

march17.eth
ascencion.eth
marshaullee.eth
51017.eth
garyveeftw.eth
help365.eth
0003… https://t.co/NwPZ2ja2ql"
264,['NEGATIVE'],[0.9928755760192871],0.0,0.112,0.888,0.4404,"RT @metararity: 🎁#Giveaway🎁

We've partnered with @bloodmoneyclub to give away

$400 (4x $100) #ETH or #Solana
10x BloodBuddi WL Spots

To…"
265,['NEGATIVE'],[0.9869133830070496],0.0,0.0,1.0,0.0,"RT @_arjantit: 333.333 $SHIBA SİZLERİ BEKLİYOR ! 

⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️"
266,['POSITIVE'],[0.9944603443145752],0.0,0.223,0.777,0.743,You ever wonder who of the people you met through NFTs are your real friends and genuinely care and how many just c… https://t.co/QgPUUie54r
267,['NEGATIVE'],[0.9849407076835632],0.0,0.217,0.783,0.3612,@seanonolennon What do you think about crypto like eth etc?
268,['POSITIVE'],[0.9971587657928467],0.0,0.42,0.58,0.4404,"Good project
@Absalam18578255 
@MdKhaledSarker3 
@Mdliton75397380"
269,['NEGATIVE'],[0.9949343800544739],0.0,0.0,1.0,0.0,@Bitcoin M https://t.co/30NdAMk2yN
270,['NEGATIVE'],[0.8826197385787964],0.0,0.161,0.839,0.3182,Goodnight ✨🌺 #art #artist #contemporaryart #contemporarypainting #Flowers #contemporaryart #NFT #NFTCommunity #rare… https://t.co/dHwybPBjlK
271,['POSITIVE'],[0.970503032207489],0.092,0.215,0.692,0.4939,"RT @ManipulateCoins: “#Manipulate Your Opponents, Multiply Your Funds” 😏🔥🎉

Introducing Multiple #Innovative Utilities Which Will Focus Str…"
272,['POSITIVE'],[0.5207127928733826],0.058,0.337,0.604,0.911,"RT @RealMoneyApe: WIN 0.02 $ETH | 48H🔥

To help you get a hold of a FREE @BEANS_nfts pet on 4/27 we are giving 0.02 ETH!
You'll need it to…"
273,['NEGATIVE'],[0.9963794350624084],0.0,0.059,0.941,0.128,"RT @MeebitsDAO: If you're feeling priced out of Meebits, check out $MBBT -- 100K ERC20 tokens that represent proxy ownership of a pool of 9…"
274,['NEGATIVE'],[0.9822196960449219],0.0,0.0,1.0,0.0,@CreativeMessNFT https://t.co/9P3QY4tw3l
275,['NEGATIVE'],[0.9574112892150879],0.0,0.301,0.699,0.784,"RT @lalfye: 3 Winners | ETH/NFT • 120 Minutes

-RT + Follow Me 🔔

(Bonus: enter pinned!📌)"
276,['NEGATIVE'],[0.9851255416870117],0.0,0.0,1.0,0.0,"Do you know any humble politicians? 
My  #ART with my #MUSIC #song #abstract #cryptic #crypto #mystery #flow on… https://t.co/F3QoTbAhfh"
277,['NEGATIVE'],[0.9937354922294617],0.0,0.0,1.0,0.0,"RT @FeverFlyers: 🐦 YOU'RE EARLY 🐦

Any Interaction Will Be Considered For WL! 🔔

#NFTs #NFTCommunity #NFTdrop #NFT #NFTGiveaway #Feverflyer…"
278,['NEGATIVE'],[0.9930490255355835],0.0,0.535,0.465,0.8429,"RT @GizzyNFT: $1,000 #ETH FOR 1 LUCKY WINNER https://t.co/MSbnL7zib8"
279,['NEGATIVE'],[0.9963585734367371],0.0,0.0,1.0,0.0,RT @naiivememe: #Bitcoin https://t.co/t0IbLV239z
280,['NEGATIVE'],[0.9822949171066284],0.0,0.24,0.76,0.5766,"$BTC $ETH $DOGE  Crowd-sourced alerts, ranking system, and get paid being a top contributor. JOIN CT… https://t.co/q0hIsMnedx"
281,['NEGATIVE'],[0.9434464573860168],0.0,0.248,0.752,0.7639,"RT @RaritySniperNFT: Giveaway! 🎉‍
‍
We are giving away 12x PSILO NFTs from @psilonft, worth ~1 ETH! 🤖
‍
To enter:‍
1. Follow @RaritySniperN…"
282,['NEGATIVE'],[0.9965141415596008],0.108,0.17,0.722,0.296,"RT @XaiYasui: Free #NFT giveaway🚨

Drop your $ETH address, Follow &amp; RT https://t.co/rpuOGOpk6T"
283,['POSITIVE'],[0.5207127928733826],0.058,0.337,0.604,0.911,"RT @RealMoneyApe: WIN 0.02 $ETH | 48H🔥

To help you get a hold of a FREE @BEANS_nfts pet on 4/27 we are giving 0.02 ETH!
You'll need it to…"
284,['NEGATIVE'],[0.9727556705474854],0.0,0.099,0.901,0.296,RT @Definews_Info: 🪙@EmpMoneyBSC offers the first decentralized algorithmic stable coin on #BNBChain pegged to the price of #ETH with TVL &gt;…
285,['POSITIVE'],[0.7889636158943176],0.0,0.264,0.736,0.836,"RT @ThePhatPenguins: ❄️🐧 FREE MINT IS LIVE!!! 🐧❄️

Finally time to meet your PHAT PENGUINS!!! 🎉

Minting Site: https://t.co/y9YofAZOIW 🐧

L…"
286,['NEGATIVE'],[0.963509202003479],0.0,0.175,0.825,0.5255,"RT @CryptoVonDoom: Going to pick the next 10 winners on this between now and tomorrow morning!
https://t.co/hgN4rAjBuN"
287,['NEGATIVE'],[0.9979396462440491],0.0,0.0,1.0,0.0,"RT @GACCSalesBot: Grandpa Ape #4050 (Rank: #2127) bought for 0.6 ETH on OpenSea 🌊 https://t.co/nnA7OVtfHw 
 #GACC #GrandpaApeCountryClub #N…"
288,['NEGATIVE'],[0.9916989803314209],0.0,0.122,0.878,0.4926,"RT @metararity: 🎁HUGE #NFTGiveaway🎁

We've partnered with @possiblesnft to give away 

🏆 $1000 (10x $100)
10x WL Spots!
2x Possibles #NFT,…"
289,['POSITIVE'],[0.5207127928733826],0.058,0.337,0.604,0.911,"RT @RealMoneyApe: WIN 0.02 $ETH | 48H🔥

To help you get a hold of a FREE @BEANS_nfts pet on 4/27 we are giving 0.02 ETH!
You'll need it to…"
290,['NEGATIVE'],[0.9916159510612488],0.037,0.0,0.963,-0.1027,"RT @Otgolden1: @Sapeofficialeth 👇
✅Passive Income
✅Multi chain swap
✅Credit card/apple/Google pay 
✅auto buyback and burns
✅Free NFTs First…"
291,['NEGATIVE'],[0.9990589022636414],0.128,0.176,0.697,0.2732,"RT @JobPreference: NEED a #JOB?
Sign up now https://t.co/o7lVlsCHXv
FREE. NO MIDDLEMEN
#Jobs #AI #DataAnalytics #MachineLearning #Python #J…"
292,['POSITIVE'],[0.5207127928733826],0.058,0.337,0.604,0.911,"RT @RealMoneyApe: WIN 0.02 $ETH | 48H🔥

To help you get a hold of a FREE @BEANS_nfts pet on 4/27 we are giving 0.02 ETH!
You'll need it to…"
293,['NEGATIVE'],[0.9787485599517822],0.0,0.091,0.909,0.0772,"Number of Decentralized Applications on Ethereum Scaling Platform Polygon Surpass 19,000 
https://t.co/oRdSS0oyjZ
#nft #tezos"
294,['NEGATIVE'],[0.9915071129798889],0.0,0.0,1.0,0.0,"Wen Lambo fixed? Mechanic receives first payment in Bitcoin to mend Lamborghini
https://t.co/TzsLO7kQ53
#nft #tezos"
295,['NEGATIVE'],[0.9659264087677002],0.0,0.0,1.0,0.0,"@harukaronin @LlamascapeNFT prolificp.eth|Ukiyo|NYB#8747
@Travis228228 @stenoschmeno @M0buisStrip"
296,['NEGATIVE'],[0.996874213218689],0.0,0.0,1.0,0.0,"RT @winebanks: Another $NEAR #NFTGiveaway! 
Check out this dope AstroPup!
 @AstroVerse_CLTV @nearnauts 

- Follow @winebanks &amp; @Prnvlol 

-…"
297,['POSITIVE'],[0.9978341460227966],0.0,0.0,1.0,0.0,RT @JohnEDeaton1: This is symbolic in so many ways of the divided politics in the U.S.
298,['NEGATIVE'],[0.9722248911857605],0.0,0.282,0.718,0.7424,"RT @eshaghfathi: $55000 in $ETH 🎁

✅RT my 📌&amp; follow 
                            ( 555 winners!🏆)"
299,['NEGATIVE'],[0.9848255515098572],0.0,0.138,0.862,0.4939,"RT @AishahAmin8: Ni bukan inspired. This is 100% a copycat.. Lat's style is very distinctive..ini lukisan, concept, tulisan.. all too simil…"
300,['NEGATIVE'],[0.9997000694274902],0.227,0.0,0.773,-0.4767,"Is the graphic chip shortage coming to an end with the latest price drop 
https://t.co/DjD2ej3QFo https://t.co/PJA3UJg6mR"
301,['NEGATIVE'],[0.9875049591064453],0.0,0.33,0.67,0.8957,"RT @lalfye: $1000 #ETH ✨ 

- Like, RT &amp; Follow Myself ( 🔔 )
- Tag A Friend

(Unlimited Entries, 1 Tag = 1 Entry)

Winner announced tomorrow."
302,['NEGATIVE'],[0.9893333315849304],0.117,0.204,0.68,0.5574,"RT @SpocNFT: 🔥 #NFTGiveaway 🔥

Prizes:
🏆 $30 #ETH
🏆 1x #NFT ($380+)
🎁 10x WL Spots

Steps:
1️⃣ Follow @ooonimals
2️⃣ Like ❤️ &amp; RT 🔃
3️⃣ Tag…"
303,['NEGATIVE'],[0.9968034029006958],0.0,0.0,1.0,0.0,"https://t.co/umfq2Moxan
#NFT #NFTs #NFTCommmunity #NFTGiveaway #nftcollector #NFTdrop #NFTcollections #NFTartist… https://t.co/gNrmn9RfbP"
304,['POSITIVE'],[0.7483506202697754],0.0,0.228,0.772,0.7345,"RT @MetaRarityNFT: 🎁GIVEAWAY!🎁

Prizes:
🏆 $50 #ETH #Solana
🏆 10x Witty Rhino Whitelist Spots

To Enter:
1⃣Follow @WittyRhinoClub &amp; @MetaRar…"
305,['NEGATIVE'],[0.9953600764274597],0.0,0.067,0.933,0.2023,"RT @Otgolden1: @sapeofficialeth is The king of passive income - $SAPE &amp; $BSAPE.
With 10B $BSAPE and a volume of 1M/day you will have $600 a…"
306,['NEGATIVE'],[0.9752471446990967],0.0,0.0,1.0,0.0,"RT @JeonMyeo: Setelah 24 thn berlalu, mgkn byk yg sdh melupakan ortu korban, ttp Menteri BUMN Erick Thohir beserta jajaran BUMN, trmasuk di…"
307,['NEGATIVE'],[0.9928748607635498],0.0,0.091,0.909,0.296,"RT @chimpstronaut: 🐵CHIMPSTRONAUT IS LAUNCHING IN LESS THAN 1 HOUR🚀

LAUNCH :18:00 UTC 
INITIAL MC: 150K 

Join our TG : https://t.co/xazgp…"
308,['NEGATIVE'],[0.9925289154052734],0.0,0.058,0.942,0.34,"🚨🚨60 DAYS BAPES GENESIS 1 REPORT
FP:2.4 ETH✅
Value: +733%✅
Market Cap: $16.56M✅
Vaulted Rate: 89.00%✅
Listed: &lt;1.00… https://t.co/v1qbmaHLmm"
309,['POSITIVE'],[0.5207127928733826],0.058,0.337,0.604,0.911,"RT @RealMoneyApe: WIN 0.02 $ETH | 48H🔥

To help you get a hold of a FREE @BEANS_nfts pet on 4/27 we are giving 0.02 ETH!
You'll need it to…"
310,['NEGATIVE'],[0.9863318204879761],0.0,0.129,0.871,0.5719,"RT @CryptoVonDoom: LFG 👁

To celebrate our new dad AKA Elon Musk buying Twitter for $44,000,000,000 I am going to give 44 people ETH or an…"
311,['NEGATIVE'],[0.9875049591064453],0.0,0.33,0.67,0.8957,"RT @lalfye: $1000 #ETH ✨ 

- Like, RT &amp; Follow Myself ( 🔔 )
- Tag A Friend

(Unlimited Entries, 1 Tag = 1 Entry)

Winner announced tomorrow."
312,['NEGATIVE'],[0.9703571796417236],0.0,0.0,1.0,0.0,"RT @Rajwant38869482: 🥀🥀🥀🥀🥀सुप्रभात🥀🥀🥀🥀
🌹 हाथी, घोड़ा, पालकी, जय कन्हैया लाल की🥀
🥀🥀🥀जय श्री राधे कृष्णा 🥀
#Bitcoin #WednesdayMotivation http…"
313,['POSITIVE'],[0.9905907511711121],0.0,0.366,0.634,0.9247,"RT @ronggowp: ☕GM☕ Wishing everyone a great Wednesday, may the universe bless you with all good things 🙂🙏

🎆Small Fireworks🎆
2D Handpainted…"
314,['NEGATIVE'],[0.9665900468826294],0.29,0.238,0.472,-0.1943,"Ethereum Classic Fear and Greed Index is currently 25 - STRONG FEAR

24h technical analysis index: 25 - STRONG SELL… https://t.co/Jm2KIViPOv"
315,['POSITIVE'],[0.9925646781921387],0.0,0.143,0.857,0.4588,@dumbnamenumbers @SOLPlayboy @okaybears @reginald_crypto We are glad to have you mate. I also buy ETH NFTs and will… https://t.co/QBPc6MLMD6
316,['NEGATIVE'],[0.9926482439041138],0.101,0.291,0.609,0.8016,"RT @OqaNft: 💫 #GIVEAWAY 💫

To help you get a hold of a free pet on the 27th, I'm giving away 0.02 $ETH! (60$)

Make sure you're holding 2x…"
317,['NEGATIVE'],[0.8028532862663269],0.0,0.348,0.652,0.906,"RT @mattgee: ✨ETH GIVEAWAY🚀

to celebrate 20k, i’m sending .05 ETH to 2 people who follow, like, retweet, and tag 3 frens! 🎉

winners picke…"
318,['NEGATIVE'],[0.6718527674674988],0.102,0.098,0.8,0.2263,"RT @PrestonPysh: The hard part isn't changing the code.

The hard part is convincing the world to use YOUR version of the code.
  
Money =…"
319,['NEGATIVE'],[0.9916159510612488],0.037,0.0,0.963,-0.1027,"RT @Otgolden1: @Sapeofficialeth 👇
✅Passive Income
✅Multi chain swap
✅Credit card/apple/Google pay 
✅auto buyback and burns
✅Free NFTs First…"
320,['NEGATIVE'],[0.994724452495575],0.0,0.0,1.0,0.0,"RT @kirstingives: $100 | 1,4 JUTA – 24 HOURS 

($50)
RT &amp; Register + Complete KYC (+Proof) 
https://t.co/AUrf6vV6qM

($50)
Deposit &amp; Comple…"
321,['POSITIVE'],[0.9667583703994751],0.18,0.0,0.82,-0.6187,"RT @TheCryptoLark: Market psychology never ceases to amaze me. Everyone wants to buy when the market is pumping, and no one wants to buy wh…"
322,['NEGATIVE'],[0.9954890608787537],0.0,0.19,0.81,0.5093,"@dripnames One word ! 

apricots.eth 
glaciers.eth 
defuel.eth 
macaroons.eth 

https://t.co/lZUYHoCM8g 

100 ENS in one collection  :)"
323,['POSITIVE'],[0.5207127928733826],0.058,0.337,0.604,0.911,"RT @RealMoneyApe: WIN 0.02 $ETH | 48H🔥

To help you get a hold of a FREE @BEANS_nfts pet on 4/27 we are giving 0.02 ETH!
You'll need it to…"
324,['NEGATIVE'],[0.9782020449638367],0.0,0.0,1.0,0.0,"ビットコイン専門店《BitcoinShop》

当店では話題の仮想通貨Bitcoin を始め様々なレアコインを取り扱っております。 

コレクションにいかがでしょうか。

https://t.co/20HzQq8WtU"
325,['NEGATIVE'],[0.754652202129364],0.057,0.356,0.587,0.8461,"@EricCLFung Probably 1 eth, we bounced straight off it twice now. Whales swept so a clear demand zone 👌🏼"
326,['NEGATIVE'],[0.9952215552330017],0.0,0.0,1.0,0.0,@XRP_Productions @XRPisKey589 OMG !! My ETH came in my account! got 12 ! https://t.co/616aMSFblz
327,['NEGATIVE'],[0.9953600764274597],0.0,0.067,0.933,0.2023,"RT @Otgolden1: @sapeofficialeth is The king of passive income - $SAPE &amp; $BSAPE.
With 10B $BSAPE and a volume of 1M/day you will have $600 a…"
328,['NEGATIVE'],[0.9981158971786499],0.0,0.08,0.92,0.25,"RT @Harrythehorse8: @wef In spain we are using biogas to mine bitcoin

the biogas is created from pork slurry

that means we have ceritfied…"
329,['POSITIVE'],[0.9588252902030945],0.0,0.309,0.691,0.5859,"@DEGENERAL718 Join the community, let's increase our number every day and earn more every day.… https://t.co/pAJESInXex"
330,['NEGATIVE'],[0.9663229584693909],0.0,0.0,1.0,0.0,RT @CooLFxDayTrader: #btc sabah beklentımız doğrultusunda gerı cekılme yapmaya başladı. küçük bir düzeltme bize yeter. buralardan en kötu 3…
331,['NEGATIVE'],[0.9945482611656189],0.0,0.0,1.0,0.0,@ThugzOGThugz https://t.co/1v0TOabBY1
332,['NEGATIVE'],[0.9965786337852478],0.0,0.0,1.0,0.0,@jf_nft 0.15 $ETH https://t.co/tHGXXEcvAc
333,['NEGATIVE'],[0.9074205756187439],0.0,0.224,0.776,0.6369,"Good news ✨ 

Our NFTs on sale 0.5 ETH @rarible 

•• Crypto Crony #002 •• 

Link : https://t.co/8OoiizJiuw…

#NFTs… https://t.co/vdNBvrk4QV"
334,['NEGATIVE'],[0.922478973865509],0.0,0.248,0.752,0.7412,"RT @CoinDemon_CHW: New UK CoinHuntWorld Podcast

1 Red Key Giveaway!
400 Retweets!
1 in 400 chance of winning!
#coinhuntworld #chw #coinhun…"
335,['NEGATIVE'],[0.9990816116333008],0.0,0.208,0.792,0.6114,"RT @dripnames: Congrats go to 8207.eth for being the last 10k number minted! 
*fucking degens cleaned that list in 6 hours*"
336,['NEGATIVE'],[0.9977295994758606],0.0,0.0,1.0,0.0,"RT @GACCSalesBot: M2 Mutant Serum bought for 0.53 ETH on OpenSea 🌊 https://t.co/jq3MMkNsY6 
 #GACC #MACC #GrandpaApeCountryClub #MutantApeC…"
337,['NEGATIVE'],[0.9946808218955994],0.0,0.0,1.0,0.0,"Apenaut NFTs
https://t.co/65IPGrnk0Y
#nfts #nft #cryptoart #fifa #ethereum #crypto #bitcoin #artoftheday… https://t.co/dLgXFYwOLd"
338,['NEGATIVE'],[0.9716723561286926],0.0,0.268,0.732,0.7717,"RT @GizzyNFT: I’m giving one lucky member of the #GizzyGang 🦉 $800 in $ETH

Steps:
Like, Retweet &amp; Follow @GizzyNFT 

I host giveaways ever…"
339,['NEGATIVE'],[0.9448511600494385],0.0,0.288,0.712,0.8357,"RT @airdropinspect: New airdrop: Crypto Metropolis (CTM)
Total Reward: 100000 CTM &amp; NFT
Rate:⭐️⭐️⭐️⭐️
Winners: 2000 Random &amp; Top 200
Distri…"
340,['NEGATIVE'],[0.9978850483894348],0.0,0.0,1.0,0.0,"RT @GACCSalesBot: Grandpa Ape #513 (Rank: #2198) bought for 0.855 ETH on OpenSea 🌊 https://t.co/H9tS3xgMRG 
 #GACC #GrandpaApeCountryClub #…"
341,['NEGATIVE'],[0.9825177788734436],0.088,0.0,0.912,-0.34,"RT @WraithCustoms: Today's Gun of the Day

Today we have the Legendary Beretta 92FS. Used for decades by the US Military, it had a 4.9"" bar…"
342,['NEGATIVE'],[0.9932576417922974],0.0,0.283,0.717,0.7717,"RT @MeepiksClub: $500 in $ETH | 1 winner 💸
Rt + follow | 24h 🎁 https://t.co/LLE8Am46Rd"
343,['NEGATIVE'],[0.9972844123840332],0.081,0.114,0.805,0.2225,"RT @eshaghfathi: I’m giving $195,000 in $APE or $eth to the first 3900 people who follows and retweets!!

Drop your #ETH wallet address"
344,['NEGATIVE'],[0.9997208714485168],0.134,0.159,0.707,0.1065,RT @wen_logic: @CryptoWendyO I wonder what the TVS is on Ethereum: Total Value Stuck.
345,['NEGATIVE'],[0.9168024659156799],0.0,0.368,0.632,0.9184,"RT @CawArmyOfficial: $40.000 Giveaway! ☀️🤫

Giving Away $2,000 in $ETH to 20 winner lucky and fast ♻️ , 
➡️ like, share this post &amp; follow…"
346,['NEGATIVE'],[0.9914142489433289],0.0,0.0,1.0,0.0,"RT @ktrap: Current 3-digit ENS domain floor 👀

617.eth: 3.99 ETH
936.eth: 4 ETH
135.eth: 4 ETH
751.eth: 4.269 ETH
432.eth: 4.32 ETH
238.eth…"
347,['POSITIVE'],[0.9665496349334717],0.0,0.191,0.809,0.5423,Our creator is creating ✨ we can’t wait to show you what’s in store. Sneak peek incoming at 300 followers 🚀
348,['NEGATIVE'],[0.9964336156845093],0.118,0.0,0.882,-0.34,"@creat3nft 🔥**New**🔥 #NFTartist #NFTdrop #NFT collection on #openseanfts 

Currently 0.065 - 0.1 $ETH - Get in earl… https://t.co/BcniGIpGQx"
349,['NEGATIVE'],[0.9851135015487671],0.0,0.22,0.78,0.7345,"RT @atNFTART: 🎁GIVEAWAY!🎁

Prizes:
🏆 $50 #ETH #Solana
🏆 3x Gates of Imaginarium Whitelist Spots

To Enter:
1⃣Follow @Imaginarium_SOL &amp; @atN…"
350,['NEGATIVE'],[0.994265615940094],0.0,0.0,1.0,0.0,RT @bigearedapes: #BEAC # 9654 purchase for 0.006 $ETH https://t.co/gzKhU0z3sl
351,['NEGATIVE'],[0.9968570470809937],0.0,0.17,0.83,0.5423,"RT @terareum: Did you know - Terapool Launchpad will have #Terareum #TERA among the Supported stable tokens ETH, USDT, BNB for new tokens t…"
352,['NEGATIVE'],[0.9925454258918762],0.0,0.145,0.855,0.5267,"RT @NFTCupid: 🌟Azuki #NFT Giveaway🌟

NFT Worth 25 $ETH ( $70,000 ) 

To Enter:
1️⃣ Like + RT
2️⃣ Follow @NFTCupid with 🔔

#NFTGiveaways #NF…"
353,['NEGATIVE'],[0.9893565773963928],0.0,0.108,0.892,0.4404,"RT @metararity: 🎁#Giveaway🎁

We've partnered with @pionauts to give away

$400 (4x $100) #ETH or #Solana

To Enter:
1⃣Follow @pionauts &amp; @M…"
354,['POSITIVE'],[0.9906573295593262],0.0,0.213,0.787,0.6901,"RT @TimmerFidelity: Bitcoin will likely evolve from the early go-go days to a more mature two-way market, driven by network growth and the…"
355,['NEGATIVE'],[0.9963585734367371],0.0,0.0,1.0,0.0,RT @naiivememe: #Bitcoin https://t.co/t0IbLV239z
356,['NEGATIVE'],[0.9930175542831421],0.0,0.0,1.0,0.0,"@0xPalladium BrunSoul.eth
https://t.co/ATJ13qI5nJ"
357,['NEGATIVE'],[0.9974334836006165],0.0,0.0,1.0,0.0,"RT @GACCSalesBot: M1 Mutant Serum bought for 0.38 ETH on OpenSea 🌊 https://t.co/191s17Lzhd 
 #GACC #MACC #GrandpaApeCountryClub #MutantApeC…"
358,['NEGATIVE'],[0.9987176656723022],0.161,0.0,0.839,-0.5859,"RT @Mrs_Cuddlez: Solana is below 100, TPS is lower than ETH, and everyone might have just minted the rug of the year.

You can all fight in…"
359,['POSITIVE'],[0.8964611887931824],0.0,0.163,0.837,0.6249,RT @LastCoinStandng: @Dennis_Porter_ New York banning itself from #bitcoin mining is great news. We need the game theory to manifest on bot…
360,['NEGATIVE'],[0.9946799874305725],0.0,0.0,1.0,0.0,@_SPREE__ https://t.co/1v0TOabBY1
361,['NEGATIVE'],[0.8836610913276672],0.152,0.0,0.848,-0.3612,"RT @mcqevan: As the saying goes… it happens gradually, and then all at once. 💥"
362,['NEGATIVE'],[0.996222972869873],0.0,0.0,1.0,0.0,"https://t.co/U57AcGaLEE
#NFT #NFTs #NFTCommmunity #NFTGiveaway #nftcollector #NFTdrop #NFTcollections #NFTartist… https://t.co/tLlLhzMaUs"
363,['NEGATIVE'],[0.9819731712341309],0.0,0.24,0.76,0.5766,"$BTC $ETH $DOGE  Crowd-sourced alerts, ranking system, and get paid being a top contributor. JOIN CT… https://t.co/3JpjQqwrhZ"
364,['NEGATIVE'],[0.998710036277771],0.109,0.0,0.891,-0.296,"Do you know $HAKU @HakuSwap 
#HakuSwap runs on Avalanche, a blockchain with much lower transaction costs than Ether… https://t.co/h8912l6Tpk"
365,['NEGATIVE'],[0.9925454258918762],0.0,0.145,0.855,0.5267,"RT @NFTCupid: 🌟Azuki #NFT Giveaway🌟

NFT Worth 25 $ETH ( $70,000 ) 

To Enter:
1️⃣ Like + RT
2️⃣ Follow @NFTCupid with 🔔

#NFTGiveaways #NF…"
366,['POSITIVE'],[0.9256343841552734],0.159,0.0,0.841,-0.5574,RT @Dennis_Porter_: BREAKING: New York passes bill in the assembly to ban #Bitcoin mining. Bill now advances to the Senate.
